user_id,age,location,interest
1070,51,Urban,Community
1071,44,Suburban,Cleaning
1072,34,Urban,Recycling
1073,41,Rural,Recycling
1074,42,Suburban,Education
1075,24,Suburban,Wildlife
1076,23,Rural,Cleaning
1077,41,Rural,Recycling
1078,50,Rural,Cleaning
1079,46,Urban,Community
1080,39,Rural,Community
1081,43,Urban,Wildlife
1082,45,Suburban,Recycling
1083,38,Suburban,Education
1084,24,Rural,Recycling
1085,34,Urban,Cleaning
1086,37,Rural,Community
1087,58,Rural,Cleaning
1088,37,Urban,Wildlife
1089,39,Rural,Community
1090,45,Suburban,Education
1091,57,Rural,Community
1092,24,Urban,Recycling
1093,18,Urban,Recycling
1094,49,Suburban,Community
1095,30,Urban,Wildlife
1096,47,Urban,Recycling
1097,40,Suburban,Recycling
1098,36,Rural,Education
1099,49,Suburban,Community
1100,47,Rural,Recycling
1101,46,Suburban,Wildlife
1102,46,Rural,Cleaning
1103,47,Suburban,Community
1104,33,Rural,Education
1105,57,Suburban,Recycling
1106,36,Rural,Wildlife
1107,35,Suburban,Community
1108,18,Urban,Wildlife
1109,31,Rural,Wildlife
1110,19,Suburban,Education
1111,45,Rural,Community
1112,47,Rural,Recycling
1113,55,Suburban,Education
1114,21,Rural,Recycling
1115,18,Suburban,Cleaning
1116,25,Urban,Wildlife
1117,46,Rural,Cleaning
1118,56,Urban,Wildlife
1119,20,Rural,Education
1120,49,Rural,Recycling
1121,27,Rural,Recycling
1122,27,Suburban,Education
1123,36,Urban,Community
1124,51,Rural,Cleaning
1125,50,Suburban,Cleaning
1126,40,Rural,Recycling
1127,45,Suburban,Recycling
1128,49,Rural,Recycling
1129,24,Urban,Education
1130,46,Urban,Community
1131,25,Rural,Cleaning
1132,18,Suburban,Wildlife
1133,20,Rural,Education
1134,41,Suburban,Cleaning
1135,40,Rural,Community
1136,25,Suburban,Education
1137,54,Urban,Cleaning
1138,20,Rural,Education
1139,50,Urban,Cleaning
1140,45,Urban,Cleaning
1141,25,Rural,Community
1142,51,Rural,Wildlife
1143,52,Suburban,Community
1144,49,Suburban,Cleaning
1145,41,Urban,Education
1146,31,Suburban,Community
1147,49,Suburban,Wildlife
1148,33,Rural,Cleaning
1149,21,Suburban,Community
1150,54,Urban,Community
1151,38,Suburban,Community
1152,31,Urban,Community
1153,48,Rural,Education
1154,35,Urban,Wildlife
1155,24,Suburban,Wildlife
1156,27,Rural,Cleaning
1157,24,Suburban,Recycling
1158,50,Rural,Education
1159,40,Rural,Cleaning
1160,38,Suburban,Cleaning
1161,36,Suburban,Community
1162,36,Rural,Recycling
1163,53,Rural,Recycling
1164,46,Suburban,Education
1165,35,Urban,Recycling
1166,19,Suburban,Cleaning
1167,18,Rural,Recycling
1168,22,Suburban,Recycling
1169,37,Urban,Wildlife
1170,28,Suburban,Cleaning
1171,59,Rural,Recycling
1172,19,Suburban,Recycling
1173,20,Rural,Community
1174,40,Rural,Recycling
1175,29,Suburban,Recycling
1176,37,Rural,Wildlife
1177,22,Rural,Cleaning
1178,54,Urban,Education
1179,55,Urban,Cleaning
1180,47,Urban,Community
1181,26,Urban,Cleaning
1182,51,Rural,Recycling
1183,52,Suburban,Community
1184,39,Rural,Cleaning
1185,41,Rural,Community
1186,34,Rural,Education
1187,27,Suburban,Cleaning
1188,47,Urban,Recycling
1189,40,Rural,Community
1190,49,Rural,Wildlife
1191,34,Urban,Community
1192,34,Rural,Wildlife
1193,31,Suburban,Recycling
1194,26,Rural,Education
1195,57,Rural,Wildlife
1196,19,Urban,Education
1197,42,Rural,Community
1198,56,Rural,Recycling
1199,26,Suburban,Wildlife
1200,39,Urban,Community
1201,21,Urban,Cleaning
1202,43,Suburban,Community
1203,46,Rural,Education
1204,51,Urban,Recycling
1205,40,Urban,Recycling
1206,54,Rural,Community
1207,28,Rural,Cleaning
1208,23,Urban,Education
1209,35,Rural,Community
1210,38,Urban,Community
1211,59,Rural,Recycling
1212,53,Rural,Education
1213,58,Suburban,Cleaning
1214,55,Rural,Recycling
1215,51,Suburban,Community
1216,34,Rural,Recycling
1217,54,Urban,Recycling
1218,42,Urban,Wildlife
1219,55,Rural,Recycling
1220,29,Rural,Recycling
1221,40,Urban,Education
1222,59,Rural,Recycling
1223,39,Suburban,Cleaning
1224,38,Suburban,Community
1225,44,Suburban,Education
1226,48,Suburban,Recycling
1227,23,Suburban,Cleaning
1228,44,Rural,Community
1229,57,Rural,Education
1230,51,Suburban,Cleaning
1231,29,Rural,Recycling
1232,24,Rural,Wildlife
1233,27,Suburban,Wildlife
1234,34,Rural,Education
1235,43,Rural,Cleaning
1236,38,Rural,Community
1237,45,Suburban,Cleaning
1238,19,Rural,Wildlife
1239,18,Urban,Education
1240,53,Urban,Recycling
1241,43,Suburban,Cleaning
1242,46,Urban,Wildlife
1243,38,Suburban,Community
1244,28,Urban,Education
1245,57,Urban,Recycling
1246,28,Urban,Cleaning
1247,53,Suburban,Community
1248,56,Suburban,Recycling
1249,57,Rural,Wildlife
1250,52,Suburban,Wildlife
1251,51,Urban,Community
1252,41,Urban,Wildlife
1253,39,Suburban,Education
1254,22,Suburban,Community
1255,50,Suburban,Wildlife
1256,53,Rural,Cleaning
1257,37,Urban,Wildlife
1258,36,Rural,Education
1259,52,Rural,Recycling
1260,34,Urban,Recycling
1261,51,Urban,Wildlife
1262,26,Suburban,Recycling
1263,43,Suburban,Wildlife
1264,19,Rural,Education
1265,26,Suburban,Recycling
1266,26,Suburban,Cleaning
1267,57,Urban,Wildlife
1268,34,Urban,Recycling
1269,18,Suburban,Education
1270,42,Urban,Education
1271,57,Suburban,Cleaning
1272,59,Urban,Education
1273,42,Urban,Education
1274,56,Urban,Recycling
1275,52,Urban,Wildlife
1276,20,Suburban,Community
1277,54,Rural,Education
1278,47,Urban,Education
1279,55,Suburban,Community
1280,51,Suburban,Education
1281,29,Urban,Recycling
1282,36,Rural,Recycling
1283,54,Urban,Community
1284,34,Suburban,Education
1285,27,Rural,Education
1286,29,Suburban,Wildlife
1287,33,Urban,Education
1288,41,Rural,Recycling
1289,36,Suburban,Cleaning
1290,25,Suburban,Cleaning
1291,48,Suburban,Cleaning
1292,38,Urban,Cleaning
1293,34,Rural,Education
1294,40,Urban,Education
1295,54,Urban,Wildlife
1296,33,Urban,Education
1297,23,Rural,Cleaning
1298,25,Urban,Community
1299,42,Urban,Community
1300,35,Urban,Recycling
1301,42,Urban,Recycling
1302,29,Suburban,Education
1303,32,Urban,Community
1304,43,Suburban,Cleaning
1305,58,Urban,Cleaning
1306,43,Rural,Cleaning
1307,49,Suburban,Education
1308,27,Suburban,Education
1309,33,Suburban,Wildlife
1310,24,Suburban,Cleaning
1311,34,Rural,Cleaning
1312,40,Urban,Education
1313,43,Suburban,Education
1314,38,Rural,Wildlife
1315,39,Suburban,Wildlife
1316,24,Urban,Recycling
1317,31,Suburban,Community
1318,32,Rural,Cleaning
1319,24,Urban,Cleaning
1320,26,Rural,Wildlife
1321,25,Urban,Wildlife
1322,40,Urban,Recycling
1323,46,Urban,Community
1324,35,Suburban,Recycling
1325,48,Rural,Community
1326,47,Rural,Cleaning
1327,56,Rural,Recycling
1328,52,Urban,Wildlife
1329,35,Suburban,Recycling
1330,59,Urban,Recycling
1331,56,Rural,Cleaning
1332,34,Suburban,Wildlife
1333,31,Suburban,Wildlife
1334,48,Suburban,Education
1335,41,Rural,Education
1336,52,Suburban,Education
1337,51,Suburban,Cleaning
1338,20,Urban,Recycling
1339,54,Urban,Wildlife
1340,57,Suburban,Wildlife
1341,43,Suburban,Recycling
1342,40,Urban,Wildlife
1343,56,Urban,Recycling
1344,32,Urban,Cleaning
1345,21,Rural,Cleaning
1346,46,Rural,Cleaning
1347,39,Urban,Recycling
1348,42,Suburban,Recycling
1349,30,Urban,Community
1350,35,Rural,Wildlife
1351,50,Suburban,Wildlife
1352,33,Rural,Community
1353,59,Suburban,Community
1354,19,Rural,Cleaning
1355,52,Suburban,Community
1356,59,Suburban,Recycling
1357,51,Suburban,Education
1358,47,Suburban,Recycling
1359,30,Rural,Community
1360,30,Rural,Wildlife
1361,35,Suburban,Recycling
1362,49,Suburban,Wildlife
1363,49,Rural,Recycling
1364,52,Suburban,Wildlife
1365,56,Suburban,Recycling
1366,46,Suburban,Wildlife
1367,46,Urban,Education
1368,33,Suburban,Cleaning
1369,27,Urban,Recycling
1370,47,Suburban,Education
1371,42,Rural,Cleaning
1372,56,Urban,Recycling
1373,37,Urban,Education
1374,22,Suburban,Education
1375,18,Suburban,Education
1376,47,Urban,Community
1377,20,Rural,Wildlife
1378,31,Rural,Cleaning
1379,47,Suburban,Wildlife
1380,21,Rural,Wildlife
1381,35,Rural,Wildlife
1382,54,Suburban,Education
1383,42,Rural,Wildlife
1384,18,Suburban,Community
1385,32,Urban,Recycling
1386,26,Suburban,Education
1387,32,Urban,Cleaning
1388,41,Urban,Recycling
1389,21,Rural,Recycling
1390,29,Rural,Recycling
1391,54,Rural,Wildlife
1392,54,Suburban,Wildlife
1393,23,Rural,Education
1394,56,Urban,Wildlife
1395,41,Rural,Wildlife
1396,28,Rural,Wildlife
1397,30,Suburban,Education
1398,51,Suburban,Education
1399,42,Urban,Community
1400,24,Suburban,Community
1401,21,Rural,Community
1402,25,Suburban,Community
1403,37,Urban,Recycling
1404,46,Rural,Recycling
1405,27,Urban,Community
1406,51,Suburban,Community
1407,43,Suburban,Cleaning
1408,58,Urban,Recycling
1409,20,Rural,Cleaning
1410,23,Suburban,Cleaning
1411,22,Suburban,Wildlife
1412,22,Rural,Education
1413,40,Suburban,Recycling
1414,26,Urban,Community
1415,52,Suburban,Community
1416,37,Suburban,Education
1417,59,Rural,Recycling
1418,52,Urban,Community
1419,35,Rural,Community
1420,34,Suburban,Wildlife
1421,41,Suburban,Cleaning
1422,20,Rural,Community
1423,49,Rural,Recycling
1424,52,Rural,Education
1425,55,Urban,Wildlife
1426,30,Suburban,Recycling
1427,42,Rural,Wildlife
1428,26,Suburban,Cleaning
1429,21,Urban,Community
1430,31,Urban,Recycling
1431,54,Urban,Education
1432,51,Urban,Cleaning
1433,28,Suburban,Cleaning
1434,58,Urban,Wildlife
1435,20,Urban,Cleaning
1436,45,Rural,Recycling
1437,46,Urban,Wildlife
1438,26,Rural,Cleaning
1439,20,Urban,Education
1440,42,Urban,Recycling
1441,51,Rural,Education
1442,29,Urban,Education
1443,59,Suburban,Wildlife
1444,26,Suburban,Community
1445,32,Urban,Wildlife
1446,57,Suburban,Recycling
1447,42,Rural,Recycling
1448,22,Urban,Wildlife
1449,28,Urban,Community
1450,51,Rural,Wildlife
1451,41,Rural,Recycling
1452,32,Rural,Community
1453,55,Urban,Recycling
1454,25,Rural,Community
1455,22,Rural,Community
1456,43,Suburban,Wildlife
1457,35,Suburban,Wildlife
1458,23,Urban,Wildlife
1459,54,Suburban,Community
1460,30,Suburban,Community
1461,45,Rural,Recycling
1462,22,Rural,Education
1463,30,Suburban,Wildlife
1464,34,Suburban,Recycling
1465,57,Suburban,Recycling
1466,49,Urban,Cleaning
1467,46,Urban,Wildlife
1468,20,Urban,Recycling
1469,57,Suburban,Cleaning
1470,51,Suburban,Wildlife
1471,57,Urban,Community
1472,44,Urban,Cleaning
1473,30,Suburban,Community
1474,50,Rural,Education
1475,23,Urban,Education
1476,41,Suburban,Education
1477,36,Suburban,Education
1478,33,Rural,Recycling
1479,57,Suburban,Education
1480,45,Suburban,Recycling
1481,50,Urban,Recycling
1482,58,Urban,Wildlife
1483,30,Rural,Recycling
1484,42,Rural,Recycling
1485,59,Suburban,Education
1486,53,Urban,Recycling
1487,44,Rural,Community
1488,55,Rural,Education
1489,24,Rural,Cleaning
1490,22,Suburban,Education
1491,48,Urban,Recycling
1492,40,Rural,Community
1493,59,Urban,Education
1494,27,Rural,Community
1495,49,Rural,Cleaning
1496,47,Urban,Cleaning
1497,56,Urban,Wildlife
1498,48,Urban,Wildlife
1499,35,Suburban,Education
1500,53,Rural,Wildlife
1501,19,Suburban,Community
1502,31,Urban,Wildlife
1503,30,Rural,Community
1504,46,Suburban,Wildlife
1505,29,Rural,Wildlife
1506,56,Suburban,Wildlife
1507,19,Urban,Recycling
1508,49,Suburban,Recycling
1509,30,Rural,Wildlife
1510,44,Rural,Community
1511,58,Rural,Education
1512,34,Rural,Cleaning
1513,57,Urban,Recycling
1514,48,Suburban,Wildlife
1515,51,Urban,Cleaning
1516,41,Urban,Recycling
1517,52,Urban,Education
1518,23,Rural,Community
1519,36,Rural,Wildlife
1520,47,Rural,Education
1521,24,Suburban,Recycling
1522,27,Rural,Wildlife
1523,58,Suburban,Cleaning
1524,49,Rural,Community
1525,51,Rural,Recycling
1526,45,Urban,Community
1527,32,Urban,Wildlife
1528,47,Urban,Education
1529,54,Suburban,Community
1530,46,Suburban,Cleaning
1531,39,Rural,Recycling
1532,21,Suburban,Cleaning
1533,37,Rural,Community
1534,49,Suburban,Education
1535,53,Suburban,Education
1536,21,Suburban,Cleaning
1537,44,Urban,Wildlife
1538,34,Suburban,Wildlife
1539,29,Urban,Education
1540,39,Urban,Cleaning
1541,34,Suburban,Cleaning
1542,27,Rural,Cleaning
1543,18,Rural,Community
1544,39,Rural,Wildlife
1545,43,Suburban,Wildlife
1546,35,Rural,Community
1547,31,Urban,Recycling
1548,46,Rural,Community
1549,29,Suburban,Cleaning
1550,53,Rural,Community
1551,52,Urban,Cleaning
1552,29,Suburban,Education
1553,24,Rural,Cleaning
1554,46,Suburban,Wildlife
1555,28,Suburban,Community
1556,50,Suburban,Cleaning
1557,23,Rural,Recycling
1558,32,Suburban,Education
1559,49,Rural,Recycling
1560,28,Urban,Recycling
1561,40,Rural,Recycling
1562,43,Urban,Education
1563,51,Rural,Education
1564,51,Suburban,Education
1565,46,Rural,Education
1566,21,Suburban,Recycling
1567,34,Urban,Wildlife
1568,52,Rural,Wildlife
1569,30,Suburban,Education
1570,58,Urban,Community
1571,56,Urban,Cleaning
1572,32,Rural,Community
1573,46,Urban,Community
1574,46,Suburban,Community
1575,28,Urban,Wildlife
1576,49,Urban,Cleaning
1577,19,Suburban,Community
1578,31,Urban,Education
1579,37,Urban,Wildlife
1580,39,Urban,Education
1581,28,Urban,Education
1582,44,Suburban,Community
1583,20,Urban,Education
1584,34,Suburban,Cleaning
1585,45,Urban,Education
1586,46,Urban,Community
1587,38,Urban,Education
1588,33,Urban,Wildlife
1589,54,Suburban,Wildlife
1590,37,Suburban,Wildlife
1591,23,Suburban,Recycling
1592,36,Rural,Wildlife
1593,22,Urban,Wildlife
1594,20,Urban,Recycling
1595,18,Suburban,Wildlife
1596,55,Rural,Community
1597,32,Urban,Wildlife
1598,51,Suburban,Wildlife
1599,52,Urban,Recycling
1600,42,Urban,Community
1601,41,Suburban,Education
1602,29,Suburban,Cleaning
1603,35,Urban,Community
1604,32,Urban,Education
1605,33,Suburban,Community
1606,44,Urban,Education
1607,25,Urban,Education
1608,42,Suburban,Community
1609,34,Urban,Recycling
1610,46,Urban,Community
1611,25,Rural,Community
1612,32,Suburban,Education
1613,44,Rural,Cleaning
1614,24,Rural,Education
1615,20,Rural,Wildlife
1616,46,Urban,Community
1617,41,Urban,Community
1618,20,Rural,Recycling
1619,37,Rural,Education
1620,32,Rural,Recycling
1621,42,Urban,Community
1622,47,Rural,Education
1623,31,Rural,Education
1624,24,Suburban,Wildlife
1625,34,Suburban,Wildlife
1626,37,Urban,Cleaning
1627,53,Suburban,Wildlife
1628,26,Suburban,Education
1629,55,Suburban,Wildlife
1630,39,Urban,Cleaning
1631,19,Suburban,Community
1632,41,Urban,Wildlife
1633,25,Rural,Education
1634,28,Suburban,Community
1635,30,Urban,Education
1636,34,Suburban,Community
1637,25,Rural,Education
1638,38,Urban,Wildlife
1639,35,Urban,Wildlife
1640,47,Urban,Cleaning
1641,35,Rural,Community
1642,48,Rural,Cleaning
1643,55,Rural,Recycling
1644,49,Urban,Wildlife
1645,28,Rural,Community
1646,42,Suburban,Cleaning
1647,50,Rural,Cleaning
1648,55,Urban,Recycling
1649,58,Suburban,Cleaning
1650,25,Rural,Education
1651,28,Suburban,Wildlife
1652,39,Suburban,Cleaning
1653,41,Urban,Cleaning
1654,58,Suburban,Recycling
1655,34,Suburban,Education
1656,29,Urban,Cleaning
1657,49,Urban,Wildlife
1658,32,Urban,Wildlife
1659,33,Suburban,Cleaning
1660,39,Suburban,Education
1661,45,Suburban,Wildlife
1662,37,Urban,Wildlife
1663,50,Rural,Education
1664,27,Suburban,Education
1665,57,Rural,Cleaning
1666,49,Urban,Community
1667,50,Suburban,Recycling
1668,19,Rural,Community
1669,50,Suburban,Community
1670,50,Suburban,Wildlife
1671,58,Suburban,Education
1672,30,Rural,Wildlife
1673,47,Urban,Recycling
1674,50,Suburban,Cleaning
1675,30,Urban,Recycling
1676,43,Urban,Wildlife
1677,39,Rural,Wildlife
1678,56,Rural,Wildlife
1679,19,Urban,Wildlife
1680,55,Suburban,Community
1681,56,Rural,Cleaning
1682,43,Suburban,Community
1683,32,Suburban,Wildlife
1684,51,Suburban,Education
1685,59,Urban,Community
1686,57,Suburban,Wildlife
1687,28,Urban,Wildlife
1688,20,Urban,Cleaning
1689,23,Suburban,Recycling
1690,26,Suburban,Community
1691,23,Suburban,Community
1692,26,Suburban,Community
1693,56,Urban,Wildlife
1694,48,Suburban,Cleaning
1695,49,Suburban,Wildlife
1696,58,Urban,Wildlife
1697,29,Rural,Education
1698,25,Rural,Cleaning
1699,25,Urban,Community
1700,45,Rural,Recycling
1701,37,Urban,Community
1702,24,Suburban,Wildlife
1703,28,Suburban,Cleaning
1704,37,Rural,Cleaning
1705,33,Suburban,Cleaning
1706,21,Rural,Education
1707,23,Rural,Community
1708,39,Suburban,Education
1709,43,Suburban,Recycling
1710,20,Rural,Wildlife
1711,58,Suburban,Education
1712,59,Urban,Education
1713,31,Suburban,Wildlife
1714,28,Suburban,Cleaning
1715,35,Urban,Wildlife
1716,29,Suburban,Community
1717,40,Suburban,Wildlife
1718,29,Rural,Cleaning
1719,30,Suburban,Wildlife
1720,42,Suburban,Education
1721,36,Urban,Recycling
1722,53,Rural,Education
1723,25,Rural,Recycling
1724,46,Rural,Wildlife
1725,49,Suburban,Community
1726,35,Rural,Wildlife
1727,23,Urban,Cleaning
1728,35,Rural,Wildlife
1729,36,Urban,Recycling
1730,39,Rural,Education
1731,54,Rural,Community
1732,49,Urban,Wildlife
1733,58,Rural,Wildlife
1734,20,Rural,Education
1735,45,Rural,Community
1736,27,Suburban,Wildlife
1737,52,Urban,Wildlife
1738,46,Rural,Recycling
1739,32,Urban,Recycling
1740,50,Urban,Cleaning
1741,24,Urban,Education
1742,29,Rural,Community
1743,47,Rural,Wildlife
1744,38,Urban,Wildlife
1745,48,Suburban,Cleaning
1746,41,Urban,Wildlife
1747,37,Suburban,Education
1748,54,Urban,Cleaning
1749,21,Urban,Education
1750,45,Urban,Cleaning
1751,37,Rural,Wildlife
1752,41,Suburban,Cleaning
1753,49,Suburban,Recycling
1754,58,Urban,Community
1755,53,Rural,Wildlife
1756,51,Rural,Community
1757,53,Suburban,Wildlife
1758,19,Rural,Community
1759,32,Suburban,Recycling
1760,51,Suburban,Community
1761,53,Suburban,Cleaning
1762,23,Rural,Community
1763,56,Suburban,Wildlife
1764,59,Suburban,Education
1765,29,Urban,Community
1766,20,Suburban,Community
1767,35,Suburban,Community
1768,57,Urban,Wildlife
1769,38,Urban,Community
1770,32,Rural,Wildlife
1771,50,Suburban,Wildlife
1772,52,Rural,Education
1773,43,Rural,Cleaning
1774,25,Urban,Wildlife
1775,53,Rural,Recycling
1776,47,Suburban,Community
1777,40,Urban,Recycling
1778,59,Suburban,Community
1779,31,Suburban,Education
1780,31,Urban,Wildlife
1781,19,Suburban,Cleaning
1782,54,Urban,Wildlife
1783,22,Suburban,Community
1784,55,Urban,Cleaning
1785,58,Rural,Wildlife
1786,31,Suburban,Cleaning
1787,56,Urban,Community
1788,42,Suburban,Education
1789,37,Suburban,Education
1790,19,Suburban,Wildlife
1791,56,Urban,Recycling
1792,23,Rural,Community
1793,34,Rural,Wildlife
1794,42,Rural,Wildlife
1795,45,Urban,Education
1796,19,Rural,Cleaning
1797,52,Urban,Community
1798,54,Suburban,Cleaning
1799,22,Suburban,Community
1800,18,Rural,Recycling
1801,57,Urban,Education
1802,29,Suburban,Recycling
1803,53,Urban,Wildlife
1804,40,Urban,Education
1805,48,Suburban,Wildlife
1806,28,Urban,Recycling
1807,27,Suburban,Community
1808,20,Suburban,Wildlife
1809,31,Suburban,Cleaning
1810,33,Urban,Community
1811,27,Suburban,Community
1812,46,Urban,Recycling
1813,27,Suburban,Recycling
1814,29,Suburban,Education
1815,47,Rural,Education
1816,58,Rural,Cleaning
1817,18,Rural,Community
1818,22,Urban,Cleaning
1819,37,Urban,Cleaning
1820,25,Suburban,Recycling
1821,29,Suburban,Cleaning
1822,18,Suburban,Cleaning
1823,37,Suburban,Wildlife
1824,45,Urban,Education
1825,54,Suburban,Education
1826,54,Suburban,Community
1827,29,Rural,Education
1828,54,Suburban,Community
1829,45,Suburban,Wildlife
1830,32,Suburban,Education
1831,23,Urban,Wildlife
1832,37,Rural,Education
1833,31,Suburban,Education
1834,19,Suburban,Wildlife
1835,26,Rural,Cleaning
1836,54,Suburban,Cleaning
1837,37,Urban,Cleaning
1838,43,Suburban,Cleaning
1839,46,Urban,Education
1840,18,Urban,Recycling
1841,52,Suburban,Wildlife
1842,23,Rural,Recycling
1843,54,Urban,Recycling
1844,22,Rural,Community
1845,50,Suburban,Cleaning
1846,31,Urban,Education
1847,29,Suburban,Cleaning
1848,59,Rural,Cleaning
1849,37,Suburban,Recycling
1850,41,Suburban,Community
1851,51,Urban,Cleaning
1852,42,Suburban,Wildlife
1853,46,Suburban,Wildlife
1854,56,Suburban,Cleaning
1855,48,Urban,Recycling
1856,40,Rural,Recycling
1857,55,Rural,Education
1858,37,Suburban,Community
1859,40,Urban,Recycling
1860,33,Suburban,Education
1861,59,Rural,Wildlife
1862,25,Urban,Wildlife
1863,38,Rural,Wildlife
1864,18,Rural,Cleaning
1865,25,Urban,Community
1866,46,Urban,Education
1867,49,Suburban,Community
1868,55,Suburban,Cleaning
1869,22,Rural,Education
1870,39,Urban,Education
1871,51,Urban,Recycling
1872,18,Suburban,Community
1873,43,Rural,Community
1874,27,Rural,Recycling
1875,47,Suburban,Wildlife
1876,35,Urban,Cleaning
1877,34,Suburban,Community
1878,43,Suburban,Recycling
1879,25,Suburban,Education
1880,57,Suburban,Recycling
1881,29,Urban,Wildlife
1882,44,Suburban,Cleaning
1883,25,Urban,Wildlife
1884,42,Suburban,Education
1885,21,Rural,Education
1886,50,Urban,Education
1887,18,Rural,Education
1888,36,Suburban,Recycling
1889,48,Suburban,Education
1890,33,Suburban,Education
1891,31,Urban,Recycling
1892,22,Rural,Education
1893,58,Urban,Wildlife
1894,43,Urban,Wildlife
1895,45,Suburban,Community
1896,19,Rural,Wildlife
1897,23,Suburban,Cleaning
1898,26,Urban,Cleaning
1899,50,Suburban,Cleaning
1900,58,Rural,Recycling
1901,42,Suburban,Wildlife
1902,30,Rural,Cleaning
1903,26,Rural,Community
1904,30,Suburban,Recycling
1905,48,Urban,Community
1906,58,Suburban,Wildlife
1907,28,Urban,Education
1908,21,Urban,Community
1909,51,Suburban,Education
1910,55,Urban,Recycling
1911,21,Urban,Community
1912,55,Suburban,Community
1913,36,Suburban,Recycling
1914,23,Suburban,Recycling
1915,51,Urban,Cleaning
1916,35,Rural,Wildlife
1917,30,Urban,Community
1918,58,Rural,Community
1919,40,Suburban,Recycling
1920,36,Rural,Recycling
1921,28,Suburban,Wildlife
1922,18,Suburban,Recycling
1923,41,Rural,Education
1924,24,Suburban,Education
1925,42,Rural,Education
1926,38,Suburban,Education
1927,32,Urban,Wildlife
1928,18,Urban,Community
1929,29,Suburban,Education
1930,24,Suburban,Recycling
1931,32,Rural,Education
1932,38,Urban,Wildlife
1933,36,Rural,Recycling
1934,46,Suburban,Education
1935,42,Suburban,Community
1936,50,Rural,Recycling
1937,49,Suburban,Recycling
1938,52,Urban,Community
1939,55,Rural,Recycling
1940,43,Urban,Education
1941,28,Urban,Recycling
1942,52,Urban,Education
1943,25,Rural,Community
1944,31,Suburban,Cleaning
1945,27,Urban,Community
1946,19,Urban,Education
1947,26,Urban,Wildlife
1948,20,Suburban,Community
1949,38,Suburban,Wildlife
1950,43,Rural,Wildlife
1951,25,Suburban,Education
1952,19,Rural,Education
1953,23,Rural,Cleaning
1954,45,Rural,Recycling
1955,46,Rural,Community
1956,43,Rural,Education
1957,42,Urban,Community
1958,29,Suburban,Wildlife
1959,22,Urban,Recycling
1960,51,Rural,Cleaning
1961,54,Suburban,Community
1962,32,Urban,Recycling
1963,53,Urban,Cleaning
1964,32,Rural,Community
1965,40,Urban,Recycling
1966,23,Urban,Education
1967,38,Urban,Community
1968,40,Urban,Recycling
1969,33,Urban,Cleaning
1970,32,Rural,Recycling
1971,42,Rural,Education
1972,53,Urban,Community
1973,28,Rural,Community
1974,32,Rural,Community
1975,21,Suburban,Education
1976,38,Urban,Cleaning
1977,30,Rural,Community
1978,39,Rural,Cleaning
1979,36,Urban,Recycling
1980,51,Suburban,Cleaning
1981,31,Urban,Cleaning
1982,21,Suburban,Community
1983,44,Urban,Wildlife
1984,46,Urban,Wildlife
1985,45,Urban,Education
1986,52,Urban,Education
1987,25,Suburban,Wildlife
1988,33,Suburban,Recycling
1989,59,Rural,Community
1990,53,Urban,Community
1991,47,Suburban,Recycling
1992,35,Suburban,Recycling
1993,19,Suburban,Wildlife
1994,30,Urban,Education
1995,21,Rural,Recycling
1996,43,Suburban,Education
1997,42,Urban,Cleaning
1998,47,Suburban,Community
1999,28,Suburban,Wildlife
2000,24,Rural,Community
2001,48,Suburban,Wildlife
2002,27,Suburban,Cleaning
2003,56,Urban,Community
2004,30,Urban,Cleaning
2005,48,Rural,Wildlife
2006,24,Urban,Recycling
2007,59,Urban,Community
2008,59,Rural,Cleaning
2009,53,Suburban,Community
2010,37,Rural,Community
2011,21,Urban,Community
2012,24,Rural,Education
2013,18,Suburban,Cleaning
2014,59,Rural,Cleaning
2015,30,Urban,Community
2016,39,Urban,Recycling
2017,38,Rural,Community
2018,39,Suburban,Education
2019,45,Rural,Wildlife
2020,26,Suburban,Education
2021,43,Suburban,Recycling
2022,26,Rural,Community
2023,32,Suburban,Cleaning
2024,27,Urban,Community
2025,41,Rural,Recycling
2026,59,Suburban,Cleaning
2027,25,Urban,Education
2028,41,Rural,Wildlife
2029,33,Urban,Wildlife
2030,43,Urban,Community
2031,44,Urban,Education
2032,54,Suburban,Recycling
2033,21,Rural,Wildlife
2034,41,Rural,Education
2035,36,Suburban,Community
2036,53,Rural,Cleaning
2037,56,Urban,Community
2038,27,Rural,Community
2039,42,Suburban,Education
2040,35,Urban,Wildlife
2041,36,Suburban,Education
2042,53,Urban,Cleaning
2043,27,Urban,Education
2044,50,Rural,Recycling
2045,22,Urban,Community
2046,52,Suburban,Wildlife
2047,51,Rural,Cleaning
2048,50,Suburban,Community
2049,38,Urban,Education
2050,34,Suburban,Recycling
2051,39,Suburban,Education
2052,54,Urban,Community
2053,32,Rural,Cleaning
2054,52,Suburban,Wildlife
2055,45,Urban,Community
2056,24,Rural,Cleaning
2057,49,Rural,Community
2058,28,Rural,Recycling
2059,27,Suburban,Education
2060,26,Suburban,Wildlife
2061,31,Suburban,Cleaning
2062,30,Rural,Wildlife
2063,42,Suburban,Wildlife
2064,19,Urban,Wildlife
2065,52,Suburban,Cleaning
2066,24,Suburban,Cleaning
2067,38,Rural,Wildlife
2068,35,Suburban,Education
2069,20,Urban,Community
2070,59,Rural,Wildlife
2071,56,Urban,Recycling
2072,58,Rural,Wildlife
