user_id,event_id,interaction
1747,108,share
530,492,like
134,904,comment
3804,859,comment
4487,636,like
102,682,like
3724,460,comment
2729,933,like
2546,916,comment
2559,769,share
3042,9,like
2001,367,like
949,792,comment
1569,125,like
4937,162,share
2054,36,comment
3006,4,share
194,413,share
742,87,share
3907,483,share
2960,912,comment
4569,776,like
2264,603,share
3421,807,share
2924,58,comment
3255,140,share
3240,172,share
3866,260,share
38,495,share
1699,25,like
4567,198,share
4027,579,comment
3214,423,like
1784,118,comment
1967,792,like
103,981,like
42,6,share
2995,97,share
3219,72,comment
2991,929,like
4289,432,like
3370,963,share
1062,380,like
2550,770,share
1677,550,share
3690,808,comment
3998,56,share
326,615,share
1121,103,like
108,216,comment
2679,21,comment
335,627,comment
2040,210,share
804,291,comment
1849,715,share
767,971,share
3528,835,share
2307,188,share
2830,151,comment
1489,961,comment
4130,191,like
3567,407,comment
2374,214,like
837,891,comment
3310,554,comment
3613,478,comment
4835,960,share
2792,194,comment
4213,250,comment
3984,593,like
3769,41,comment
1505,370,share
2451,20,comment
3045,9,like
2034,825,comment
1700,636,comment
2281,203,like
1308,913,comment
2528,590,like
3839,722,like
976,18,share
2057,748,share
4811,319,like
2427,712,share
3675,861,share
2429,968,like
4940,282,comment
3734,476,comment
360,968,comment
2224,252,share
485,340,share
1429,751,comment
2081,968,like
696,462,like
4661,781,like
202,631,share
3858,1000,comment
1199,401,like
1268,371,comment
2971,282,comment
74,390,share
96,337,like
4269,900,share
3478,345,comment
2203,519,comment
258,273,comment
3659,253,like
4426,854,like
2807,640,like
4257,374,comment
186,604,comment
143,818,like
3354,896,comment
640,6,comment
3750,414,comment
2075,586,like
3969,498,share
202,56,share
3093,807,share
3166,398,like
3080,822,comment
4568,238,share
2103,490,share
911,22,like
1572,441,comment
3449,41,comment
2160,858,like
4326,778,share
2545,258,comment
1330,451,comment
3614,48,share
461,810,like
807,503,share
3700,139,comment
2274,202,like
59,652,share
2476,509,share
4824,654,like
1156,286,comment
498,233,like
4326,316,like
4429,461,comment
3977,670,share
1608,550,like
721,587,like
1275,321,share
3868,987,comment
691,175,share
4024,39,share
4153,433,like
3438,485,like
2356,585,comment
750,58,like
3052,496,share
4774,875,share
3565,986,comment
4656,601,like
1705,785,like
3446,134,comment
4445,655,comment
2378,509,like
3232,963,comment
2216,607,share
886,156,comment
865,201,share
3495,940,share
3055,499,share
786,402,like
457,496,share
345,488,comment
554,160,share
788,211,like
1820,453,like
705,684,like
4908,70,like
953,831,comment
815,972,like
1549,314,comment
144,431,like
2778,382,like
3767,657,comment
4959,167,share
3826,955,comment
1217,391,share
1808,319,comment
4471,117,share
4773,697,like
2740,512,share
1290,203,share
556,162,like
863,821,like
2486,962,share
4977,462,share
2356,850,comment
966,944,like
2396,700,like
476,555,like
1339,201,comment
525,231,comment
2572,516,share
562,752,comment
3703,206,comment
4665,331,comment
1206,606,like
4034,744,share
3848,875,comment
4202,347,comment
2239,349,comment
1161,948,like
4796,160,share
3826,625,share
72,252,comment
755,222,share
3853,858,like
905,606,comment
52,947,share
2622,394,comment
3191,396,like
3949,993,comment
1288,994,like
4781,978,comment
1773,167,comment
3903,976,share
3921,452,share
950,138,like
3139,860,like
2417,873,like
2280,210,share
1426,768,comment
1585,585,like
1047,214,comment
2166,778,comment
4024,360,share
1177,663,share
2161,235,comment
1032,973,like
3289,728,share
4527,397,comment
1316,304,share
893,109,comment
107,857,share
3081,812,like
745,861,like
622,976,share
4241,832,share
821,808,share
412,390,like
114,120,share
2447,840,like
3347,610,share
4220,210,share
86,427,comment
4143,544,like
1573,945,share
2006,330,like
4080,226,comment
804,727,like
3335,635,like
3350,147,like
1070,340,like
2670,564,like
4142,180,like
2772,290,like
4636,187,share
4183,486,share
1409,337,like
3741,108,like
265,126,share
3849,773,comment
3094,706,share
4799,809,comment
1474,34,like
4282,438,like
326,276,share
1207,494,share
4493,182,share
1505,239,like
3535,834,share
1441,348,share
956,146,comment
555,44,like
3255,871,like
4140,816,like
4997,499,share
4578,803,like
2037,975,share
1287,879,comment
1198,295,like
4662,1000,comment
2268,999,comment
3630,771,like
3466,531,like
772,727,share
2457,211,comment
471,893,comment
1371,402,share
3133,990,like
672,231,comment
1175,339,share
111,5,comment
3560,311,comment
1027,781,share
3555,162,comment
3234,216,share
4440,786,share
1473,836,comment
2380,612,comment
4873,968,like
2972,171,like
2382,961,comment
3291,252,like
4754,681,like
1834,38,share
454,228,comment
741,934,like
2381,909,like
2358,637,like
1444,278,comment
3681,285,share
1749,510,comment
2402,649,share
4920,987,like
3172,366,comment
4241,620,share
2007,68,like
1787,104,like
1410,401,comment
1763,246,share
910,677,like
761,192,like
3241,707,like
2690,644,share
531,296,share
1360,144,like
3819,907,share
2028,731,like
2561,26,like
2178,251,share
1538,607,share
1274,866,comment
2782,712,comment
947,615,share
1299,193,share
2512,381,share
2189,2,share
882,759,like
1848,603,like
1976,45,comment
4269,939,share
4569,3,comment
2965,930,share
3064,848,share
3129,449,share
498,576,like
2217,135,comment
989,291,share
2609,278,comment
2476,176,comment
4515,928,like
1371,282,like
3589,120,share
2503,774,comment
4810,174,like
179,439,comment
1930,459,comment
2549,991,share
4835,630,comment
112,951,like
3220,341,share
715,697,share
1402,755,share
2925,726,like
1382,121,share
3128,575,comment
4909,897,share
3012,661,like
1209,493,like
3126,276,share
37,969,comment
1829,987,like
3061,29,like
3342,811,like
3942,737,share
810,685,like
3073,244,like
4119,321,like
1527,643,share
3520,352,like
4892,532,like
496,81,share
4996,293,share
425,294,comment
2748,497,like
2066,458,share
1983,747,comment
1469,813,like
3801,733,share
1234,682,share
1798,558,like
565,60,like
3020,608,comment
1305,781,like
133,543,like
449,380,like
1831,324,share
2159,628,comment
3627,62,comment
850,945,comment
3963,146,share
1481,843,like
901,362,share
4855,53,comment
1540,402,like
1900,563,like
2945,681,comment
4958,869,like
3245,993,share
515,869,comment
1592,707,share
84,449,like
3743,83,comment
4894,379,like
2128,646,comment
1602,458,comment
4618,933,comment
1223,780,comment
4330,81,comment
1843,731,like
2292,514,comment
1590,309,share
2897,921,comment
4489,763,share
9,494,like
4709,236,comment
715,668,comment
1928,941,share
110,37,comment
4930,741,like
266,657,like
3224,325,comment
955,56,share
1350,121,like
1575,314,comment
2224,211,share
3832,772,share
3256,103,like
1059,439,comment
1958,817,like
4945,747,share
3148,38,like
2520,813,comment
3654,620,like
2571,414,share
2928,224,like
3888,293,share
888,696,share
745,155,share
3515,32,like
2931,234,comment
2680,907,share
176,489,like
566,762,share
3218,570,like
4358,333,share
4627,675,like
1395,17,share
1221,414,share
948,766,share
585,658,comment
2863,741,like
1621,240,comment
3356,286,like
2350,346,share
3192,375,like
3208,16,like
2577,587,share
532,950,share
1232,260,share
1994,895,like
1698,361,share
3371,399,share
1546,460,like
3166,923,comment
1438,516,like
371,931,like
4505,763,like
617,85,share
4167,63,like
4015,100,comment
4180,834,like
2257,755,like
4355,295,share
3311,924,share
932,162,comment
2330,929,like
394,178,like
2466,444,like
3278,328,like
1930,328,like
626,764,like
4658,42,share
2880,242,comment
3167,342,like
3423,91,like
2110,28,share
1166,459,like
2782,667,share
1892,631,comment
3183,385,like
1640,487,comment
782,220,like
4693,859,comment
2057,264,comment
2324,121,like
2275,46,comment
2234,280,share
2639,115,share
3288,168,comment
2481,435,comment
2617,246,share
356,484,like
4488,375,share
4675,280,comment
3347,746,share
3523,22,like
2468,714,share
164,68,like
3635,648,comment
4734,743,share
3664,58,share
3255,527,like
3382,264,share
2065,989,share
4266,682,like
3985,423,share
3888,499,like
340,291,comment
4822,169,share
3782,560,like
3591,462,like
1934,608,share
1646,839,like
4229,556,comment
2688,353,comment
4919,240,share
2127,803,comment
4442,283,share
4705,449,share
639,582,like
1225,765,like
3706,66,like
3911,327,like
4246,456,share
1550,959,like
4146,477,like
1506,848,comment
4431,285,share
1376,31,comment
668,448,comment
2375,214,comment
4091,693,like
1016,714,share
336,580,comment
4762,25,comment
81,760,share
2135,373,like
1800,397,comment
258,337,share
185,936,like
123,968,like
4701,855,like
5000,903,like
3515,672,like
1395,280,share
2353,769,like
3220,623,comment
1309,559,share
3945,691,comment
1942,548,comment
491,923,like
1055,198,like
702,554,share
2935,479,share
4696,844,comment
1135,602,like
80,857,like
836,580,comment
652,70,like
417,505,share
3681,110,comment
3867,382,like
746,397,comment
2003,409,like
240,351,like
2894,534,like
1945,501,share
856,995,comment
3516,789,share
2647,911,share
3195,707,comment
4516,421,comment
4805,557,like
2599,922,like
1354,111,comment
2036,209,like
2881,742,like
680,439,comment
487,178,share
3621,931,comment
3651,762,comment
4719,425,share
1439,328,like
4315,884,share
1485,11,share
691,252,comment
1013,856,like
4543,235,like
2348,648,share
3709,254,comment
4471,566,share
1923,478,like
638,129,like
3009,738,comment
2234,532,comment
2126,100,share
3458,290,comment
4290,569,share
3175,226,comment
3689,653,share
1400,125,like
2335,438,like
1506,821,like
250,564,like
536,646,like
3533,804,like
3550,665,comment
458,347,comment
2739,698,comment
3370,751,share
4136,183,comment
3697,351,comment
3412,515,share
4070,796,share
3388,378,like
3186,708,comment
3239,465,comment
261,678,share
1248,802,like
3334,340,comment
3323,141,share
2574,111,share
126,261,comment
1230,896,share
3212,188,share
3134,856,comment
1307,371,like
2102,358,comment
136,273,like
2378,697,share
1460,799,comment
4232,604,comment
813,449,like
852,706,share
1745,417,comment
1939,872,comment
871,861,share
635,388,like
669,338,comment
1294,311,share
3089,920,comment
269,928,comment
861,329,comment
482,47,like
3291,656,share
3391,149,comment
1262,350,comment
2333,323,comment
103,865,like
3795,927,comment
4888,120,share
4335,398,like
2693,646,share
3672,197,comment
882,413,comment
2236,439,like
4984,37,comment
3035,187,share
4890,420,share
2578,725,share
676,460,comment
2440,110,comment
1682,187,like
1277,471,like
4768,78,share
3248,960,share
4935,939,like
3649,374,like
1313,810,share
1074,330,like
4100,125,comment
1655,316,comment
3748,958,like
4089,320,like
1894,475,comment
1286,489,comment
535,826,share
3448,514,like
1380,334,comment
646,71,like
24,465,comment
4653,376,comment
4452,724,like
4966,8,share
4671,696,comment
4125,980,like
365,164,comment
2656,965,like
409,781,like
1315,295,comment
219,358,share
4704,81,comment
1540,774,comment
3434,275,share
4954,921,share
1603,899,like
2705,617,like
3649,821,share
1106,540,share
3412,922,comment
2489,47,share
617,392,comment
4322,825,comment
2419,567,comment
28,79,share
3056,513,share
16,680,comment
3349,23,share
333,228,like
4579,438,like
4662,298,comment
2162,976,share
2086,946,like
4550,260,comment
3954,776,like
2790,676,comment
4262,10,comment
2253,628,comment
4974,158,like
245,868,comment
1895,784,comment
1357,158,like
943,320,comment
3468,876,like
3193,202,comment
1746,121,share
4506,139,share
2358,674,like
3880,720,comment
3778,567,like
2116,339,comment
2268,260,like
2268,433,share
1497,44,like
2797,159,share
4482,816,share
930,355,share
3325,98,like
4501,538,like
4588,871,share
357,710,like
4311,609,comment
4065,239,share
3842,475,comment
3931,524,share
4848,557,comment
827,392,share
666,9,share
2029,513,share
3692,389,like
2583,839,comment
554,210,share
328,54,like
1189,616,share
150,152,comment
4753,410,share
2854,10,like
1937,957,share
4389,552,share
2737,556,share
957,880,share
3249,268,like
416,790,share
3455,667,comment
2646,451,comment
3775,594,share
85,197,like
1936,398,comment
1417,921,share
1071,52,share
3413,735,like
1522,469,share
1502,368,like
4092,374,comment
2474,59,share
736,294,like
2839,788,share
2563,846,share
3907,788,comment
1273,952,share
4837,869,like
1863,110,like
4227,542,like
1764,107,share
4419,297,share
823,852,comment
543,839,share
2766,831,like
2079,965,like
885,95,comment
4287,797,like
3650,719,like
4511,985,like
3572,845,comment
3934,684,comment
3667,472,like
1722,79,like
375,984,share
558,250,share
1281,730,like
3424,339,share
1129,57,like
1361,920,like
3598,147,share
1101,746,comment
1535,17,comment
2626,368,comment
4128,709,like
1632,189,like
58,644,comment
1128,248,comment
312,150,comment
3718,714,like
2002,213,like
2738,217,share
3878,6,share
2283,670,share
3184,861,comment
1432,587,like
3126,395,share
4898,763,share
4335,304,share
1776,558,share
1319,411,comment
4208,403,like
3160,854,like
1329,860,like
4386,827,share
3975,380,comment
4678,452,comment
4466,229,comment
220,694,like
3303,505,like
2867,595,comment
1897,145,share
4445,50,like
2303,424,like
4548,100,share
4185,343,share
4967,882,like
3727,732,share
2043,651,share
523,890,share
2708,526,share
2999,13,share
3922,856,comment
910,762,like
4538,848,comment
4134,924,comment
1881,990,comment
3280,172,like
4306,489,like
2561,831,like
3073,359,comment
3827,106,like
4477,189,comment
2876,987,share
2907,529,like
4490,50,share
4492,249,comment
545,410,like
3098,391,like
3626,379,share
3506,227,comment
1085,591,comment
553,784,like
1154,213,like
3939,529,like
2246,346,like
1687,419,like
694,763,comment
3791,852,like
498,84,share
2096,919,like
613,197,like
3968,777,comment
376,983,comment
806,530,comment
921,221,share
4971,843,comment
3605,747,like
1444,176,comment
1546,584,share
1211,603,like
2081,322,like
4688,535,share
2149,725,comment
1509,394,comment
914,806,comment
2781,640,comment
390,571,share
4050,324,share
4256,85,comment
4988,741,share
3626,887,like
1071,427,comment
4792,268,like
4854,112,like
2571,628,like
3738,949,comment
2780,750,comment
339,398,comment
1977,52,share
3437,84,comment
795,623,like
1723,712,comment
3220,731,share
899,741,comment
103,829,share
2860,425,like
4189,21,like
1448,688,like
4215,56,like
2033,291,like
4033,812,like
3061,807,share
1535,655,like
2848,908,comment
3210,373,share
4571,738,share
3464,8,comment
435,124,comment
1258,758,comment
55,101,comment
931,990,comment
2800,835,like
312,862,share
957,93,comment
4084,385,comment
4853,766,share
2513,80,share
1264,298,like
2748,31,share
2783,378,comment
1094,330,share
2787,926,comment
2816,299,share
3764,282,share
4036,12,like
4840,639,comment
2324,872,like
233,699,like
2102,69,comment
4353,841,share
2029,523,like
1930,815,share
1459,23,share
1649,337,like
408,427,like
3341,845,like
1978,209,share
2414,215,comment
4938,635,comment
1761,423,like
3598,73,share
1379,722,like
621,823,share
930,786,comment
975,606,comment
4488,938,like
4448,748,like
2854,666,comment
1690,274,share
4672,725,comment
4619,640,share
726,233,like
162,41,comment
659,938,like
2898,289,comment
4620,555,like
4100,270,comment
2543,439,comment
1579,314,like
3995,510,comment
1075,394,comment
3206,28,comment
4045,270,comment
3434,467,like
878,922,like
1092,74,comment
3060,657,comment
1675,674,like
1609,246,comment
2827,782,share
1218,410,like
3053,498,comment
314,418,share
730,211,comment
4040,792,comment
384,223,comment
1813,360,share
2325,582,share
3430,20,like
2746,423,comment
1865,121,comment
3292,173,share
4847,34,comment
228,918,comment
2065,71,comment
12,545,share
1523,774,comment
692,784,comment
3706,968,like
1740,621,comment
1526,535,share
70,658,share
2249,14,comment
3124,306,like
4725,829,comment
3331,548,comment
1288,271,comment
576,773,share
2173,53,comment
4955,494,share
745,560,like
2528,463,comment
3074,523,share
4211,770,share
4577,855,share
1025,792,comment
942,722,like
768,324,share
2439,847,comment
834,524,share
2191,443,share
628,251,comment
377,835,share
3887,160,share
90,36,comment
2856,661,like
1066,880,like
1059,198,like
3060,450,like
4073,378,comment
2601,246,comment
4220,393,like
2105,204,comment
2854,44,like
2656,315,share
1516,408,share
3018,895,share
4148,831,like
1574,206,share
2537,241,like
3927,41,comment
2053,588,share
3797,987,share
632,714,share
1862,363,comment
3953,898,like
1233,95,share
2265,540,share
2048,144,like
536,59,share
3534,641,share
4826,854,share
3098,509,like
1276,513,share
3074,799,comment
1026,22,like
2052,738,share
3622,204,comment
4564,699,comment
201,887,comment
4404,471,comment
3324,284,comment
3359,372,share
2972,498,comment
4979,332,like
586,27,share
3346,855,share
3855,129,comment
4605,380,comment
3425,507,share
4101,875,like
360,898,share
3670,95,share
4310,578,comment
3478,177,like
4659,473,comment
2813,486,comment
45,275,comment
2751,668,comment
634,966,like
1211,423,comment
1750,531,comment
3242,895,like
2769,884,share
594,320,comment
1425,58,share
1927,273,comment
857,198,comment
552,79,like
4139,982,like
2889,41,share
4275,738,comment
1481,773,like
607,245,comment
672,23,comment
3316,709,share
17,236,comment
2874,126,like
2595,778,share
2485,836,like
616,140,share
3206,879,share
2850,394,comment
4408,828,share
3808,127,share
2073,798,comment
525,114,share
3174,920,share
1474,837,like
2426,525,like
4984,228,comment
3275,521,share
3339,146,comment
2008,163,comment
4558,735,comment
2413,728,like
2152,900,comment
3183,169,share
428,538,like
4565,125,like
1015,300,like
1605,250,share
870,938,comment
2728,522,comment
2853,105,like
886,618,like
2609,969,comment
1274,513,share
4427,694,like
1956,912,like
587,506,share
201,302,like
4550,653,share
3618,230,comment
826,64,comment
111,590,like
2912,232,comment
3900,599,share
908,183,like
3716,319,share
3690,658,comment
555,829,comment
1904,92,comment
107,635,like
3337,788,share
2535,961,like
2227,64,comment
3294,844,comment
1394,219,like
2685,704,share
2836,619,comment
167,909,share
2711,247,comment
3625,964,like
2348,473,comment
1405,966,like
1526,57,like
4410,45,like
4912,888,comment
4839,86,share
2775,38,share
826,182,comment
1125,164,like
569,757,share
1959,835,share
3740,889,comment
2110,126,like
4465,207,share
4190,267,comment
4095,354,comment
2931,411,like
764,599,comment
3361,657,like
3451,122,share
2148,508,comment
3396,983,share
4425,610,like
3720,469,like
4802,801,like
221,133,comment
1862,379,comment
2615,849,comment
1022,318,share
110,577,share
4245,711,comment
3849,125,share
699,451,like
108,858,comment
389,720,like
425,208,like
2495,300,like
2966,489,share
2704,633,like
2000,142,share
3576,474,like
1528,859,comment
4054,569,like
2027,304,like
2369,657,comment
2767,556,share
1856,644,comment
447,593,like
1598,865,like
210,30,share
849,377,like
1652,341,like
1917,209,share
3530,971,share
1919,243,share
577,695,share
689,158,like
790,146,share
1356,340,share
1688,866,like
350,745,share
2718,92,like
3540,329,share
4522,172,share
4423,702,comment
1130,31,like
4351,621,share
4540,272,comment
4209,95,comment
4785,989,like
991,77,comment
1874,151,like
4142,142,comment
4853,231,like
1377,770,share
1227,908,like
564,954,comment
2888,128,like
1341,860,share
3738,736,share
1438,696,comment
95,497,comment
3297,280,comment
949,805,share
4649,541,share
2693,810,comment
4162,530,share
3282,131,share
1498,461,comment
4761,269,share
2732,618,comment
2744,669,share
4276,962,like
2882,571,like
202,604,share
1499,944,share
3087,260,like
3114,51,comment
2591,133,comment
1949,679,like
3605,809,comment
3964,5,comment
694,648,like
1720,738,like
3934,502,share
3733,184,like
2660,409,like
1722,91,comment
4052,436,comment
2292,820,share
4200,903,comment
2699,189,comment
3375,996,comment
1011,480,like
1042,981,comment
1558,815,like
1208,383,comment
1681,850,like
3622,322,comment
3353,443,share
1679,490,share
3597,133,share
2746,684,comment
3546,426,share
2994,250,like
781,61,share
946,959,share
3429,562,share
3099,422,share
548,476,like
2208,223,share
2985,438,comment
2591,684,share
2175,920,comment
1798,384,comment
1881,319,share
3057,225,share
2258,423,comment
2198,908,like
31,191,like
612,871,share
4398,777,like
3011,756,like
2913,79,share
3803,855,comment
2813,365,comment
683,22,like
257,548,comment
940,330,share
2895,156,like
3186,56,comment
777,867,like
2733,248,comment
732,925,like
2043,261,comment
970,772,comment
103,435,share
1084,527,share
4863,478,share
3071,700,like
3749,538,like
372,535,like
679,381,comment
202,103,comment
89,29,comment
1997,854,like
4495,483,share
188,57,like
4748,62,like
1555,955,share
4683,48,share
230,367,like
3553,978,comment
55,547,comment
4367,558,share
4032,545,like
1124,327,comment
3141,738,comment
3371,266,share
1553,728,like
116,729,share
3614,176,like
4419,44,like
2611,219,like
360,126,like
28,882,like
3838,966,like
3534,379,comment
1419,319,comment
4040,305,comment
2917,200,comment
1295,85,like
3630,41,comment
2076,723,like
4840,866,share
3678,551,share
3154,363,comment
1779,919,like
4676,269,comment
3895,362,like
2499,367,comment
4529,181,share
374,231,share
2266,988,comment
1132,70,comment
1843,825,like
1574,588,share
4445,963,comment
788,944,like
1546,788,share
4122,489,like
4955,234,share
370,830,share
4980,429,like
4375,831,like
1703,648,share
1658,666,share
1929,294,like
4056,348,comment
607,99,like
2577,876,comment
4125,361,like
323,937,comment
1877,875,comment
584,358,share
2810,130,like
656,519,like
4882,383,like
223,617,comment
2123,921,comment
2221,819,share
3551,562,comment
2443,736,like
4929,64,comment
3986,396,comment
167,181,share
2017,587,comment
118,778,like
1810,189,like
2207,183,like
1251,867,like
4007,492,share
3110,580,share
4559,170,like
1672,322,like
2152,172,comment
2298,284,comment
1037,619,comment
2615,366,comment
1880,111,comment
597,78,like
621,698,comment
71,253,comment
1804,236,comment
4534,93,share
1068,642,share
1926,695,share
1038,34,like
3443,481,share
3184,404,comment
1403,815,comment
2362,222,comment
1439,886,like
3812,896,share
485,490,share
4265,794,comment
4899,340,comment
246,513,share
4945,961,share
3372,985,comment
1351,609,share
530,599,share
4943,843,like
3815,252,comment
1789,364,share
1703,527,like
3626,142,like
3321,311,like
760,385,like
1404,801,like
798,582,like
532,312,like
1918,279,comment
4960,566,comment
4138,346,comment
3417,387,like
599,302,share
306,764,like
4905,507,comment
2910,247,comment
679,646,like
3385,488,comment
731,756,share
2026,921,share
4999,239,share
4229,529,like
2767,924,comment
2099,928,comment
392,349,share
2744,791,comment
3785,745,like
3838,912,share
4604,352,like
1686,154,like
2915,510,comment
1419,929,like
4192,186,share
4202,944,like
4091,595,comment
3727,567,like
4774,425,like
3630,62,comment
3314,401,comment
4952,870,comment
4886,59,comment
4611,142,comment
1085,466,comment
1008,149,comment
1318,447,like
2350,174,like
2694,311,like
2279,62,share
3723,167,comment
3694,682,like
4393,816,comment
4551,103,share
4336,28,comment
3248,596,like
3135,508,share
2599,134,comment
2186,59,share
4053,90,comment
4550,70,share
3825,935,like
3521,185,comment
1250,438,comment
2075,572,comment
2505,474,like
4791,657,share
4806,168,like
2015,578,share
4945,883,comment
949,124,share
107,213,share
2492,182,comment
4693,71,comment
155,556,share
3241,852,comment
796,195,comment
4368,569,share
1571,292,like
1635,57,like
1939,889,comment
1533,683,share
3029,300,comment
4218,318,like
1441,371,like
1399,83,share
3647,829,share
3398,94,like
4246,267,share
4803,845,like
3043,376,comment
1616,161,like
1514,614,like
2599,502,share
845,377,share
3420,112,share
3531,578,comment
2328,622,share
3041,632,comment
1977,279,share
1836,754,share
4900,433,like
355,660,like
1606,242,like
4474,222,comment
3196,783,share
2128,962,like
988,286,share
4329,985,like
154,4,share
907,320,like
3764,321,like
1621,8,like
3629,52,like
3575,142,like
4419,826,share
332,779,like
4339,827,share
430,280,like
2424,88,share
81,160,like
1574,985,like
420,814,like
467,28,comment
3394,528,share
1566,810,share
1519,871,like
4031,272,like
2036,100,like
804,908,comment
1078,204,like
1633,190,like
1985,546,share
4,294,comment
603,895,share
2368,980,comment
3676,943,comment
501,975,share
185,790,share
3510,848,comment
3252,344,comment
3148,771,like
2941,769,like
1296,53,share
55,704,comment
1725,684,share
2911,47,like
1871,422,like
4173,703,like
2344,883,comment
3291,465,share
3349,553,comment
1602,917,comment
2794,429,like
3338,397,like
2091,194,share
1252,66,comment
171,555,share
2810,702,share
2355,601,share
1774,476,share
3755,688,like
3992,881,share
2082,26,like
827,99,share
1666,476,like
130,573,share
1418,893,comment
3788,762,comment
1408,887,like
594,830,like
1038,737,share
2129,82,comment
3279,398,share
4300,694,like
23,937,share
1634,700,comment
4002,393,comment
4200,44,comment
1406,824,comment
1479,478,comment
1195,771,like
576,610,share
1607,865,share
4370,91,share
452,827,like
125,329,like
3455,653,like
2365,414,like
1867,821,share
1684,764,comment
907,720,comment
3535,691,like
430,810,share
2752,922,share
3826,699,like
362,837,share
4892,110,comment
432,219,like
2723,463,share
4955,860,share
3062,515,share
3224,553,like
1631,637,comment
4672,257,share
4989,193,like
270,627,like
1124,70,share
3177,459,like
3393,382,comment
4534,818,comment
1043,494,like
1642,848,share
2442,97,comment
3298,728,share
1384,827,like
3997,224,comment
15,842,share
1675,831,like
3618,281,share
1481,906,comment
1746,333,like
3047,892,like
4211,641,share
976,611,share
1686,782,like
2084,405,comment
2290,496,comment
1687,759,share
4159,186,share
509,756,share
188,38,comment
2783,769,comment
4189,852,share
4101,760,share
3510,645,like
3518,488,like
2073,556,like
98,992,like
1292,705,share
3465,506,comment
1788,489,comment
684,57,like
1133,512,comment
4123,248,like
3205,104,share
3124,557,like
3837,60,comment
4877,578,comment
1615,735,comment
1042,559,share
2866,238,like
855,371,share
2027,26,share
1988,393,like
2551,819,comment
240,606,comment
490,110,comment
3852,392,comment
1037,773,share
1339,254,like
4781,807,like
3270,836,like
2555,552,share
3501,804,comment
3863,917,comment
1768,766,like
4709,97,comment
162,538,share
656,104,comment
3007,615,comment
4717,587,comment
3507,597,like
1257,496,share
2159,214,like
1952,113,share
750,312,like
709,569,share
1622,955,share
4137,896,like
4656,101,like
466,762,comment
3996,647,share
1101,938,share
1714,653,share
4586,84,share
117,719,share
2482,742,comment
196,930,comment
4715,868,comment
1475,949,share
2473,302,like
4130,953,like
3055,573,share
1275,217,comment
3710,568,like
339,541,like
3512,623,comment
4276,92,share
4718,654,share
3300,452,share
1657,614,share
643,71,share
1681,525,like
1351,401,comment
619,669,like
1170,81,like
252,100,like
302,595,comment
3142,218,like
1567,884,like
3165,749,share
3958,125,comment
2211,201,share
3153,2,share
3660,574,like
612,20,share
1944,983,like
74,722,share
2874,952,comment
4638,858,comment
157,180,share
3559,409,like
256,62,like
3111,273,like
1052,807,share
2418,753,like
2257,763,share
2635,10,comment
2897,699,like
1892,921,share
3684,622,like
4412,540,share
3465,986,like
2492,460,comment
3740,61,share
1776,58,share
3937,300,comment
1971,497,comment
3720,339,like
3954,252,share
2493,407,share
4666,974,like
649,256,like
1641,381,share
4435,145,comment
529,591,like
2102,341,share
419,806,like
2353,798,comment
3510,403,share
85,288,share
2300,989,share
1752,214,comment
4222,532,like
2658,870,comment
3976,742,comment
2352,576,comment
3100,548,share
1290,961,comment
3124,211,share
2703,171,share
644,538,like
2906,263,like
4068,802,comment
4064,676,share
4670,390,share
2923,421,like
2022,62,share
3625,86,comment
2871,585,share
3119,491,comment
137,896,like
4226,60,like
1219,477,share
1018,320,share
3701,690,like
4528,52,comment
3141,657,comment
3530,828,comment
2588,77,like
2383,119,like
2606,721,like
3088,182,share
3528,506,like
2558,650,comment
209,637,comment
3811,153,like
4154,18,like
2008,64,comment
2864,497,like
3377,748,share
1369,79,like
3801,59,comment
1038,411,comment
4473,763,like
2291,826,comment
993,61,like
2939,467,comment
4511,630,comment
394,79,comment
3687,749,like
4825,839,like
358,683,like
4005,488,share
1182,244,share
2066,208,share
3903,856,comment
3419,87,comment
3130,651,like
155,600,comment
3559,645,share
1555,954,share
487,39,like
1383,176,comment
2416,478,comment
1071,592,share
2255,20,like
1507,221,share
1876,849,comment
2191,275,share
1071,700,share
191,154,comment
140,463,comment
4711,409,comment
4011,655,share
3412,251,share
2973,212,share
1515,478,like
3121,661,like
3971,687,comment
4720,419,like
3525,172,comment
1346,507,share
4183,646,comment
1918,628,share
4378,869,comment
3911,203,like
453,919,share
4143,492,share
1612,295,share
3168,457,like
2079,146,like
2582,238,like
2065,740,share
1259,767,comment
4488,424,comment
354,292,like
4401,156,comment
3637,960,share
1564,851,share
712,350,like
3503,442,like
2733,934,comment
4882,243,comment
857,207,comment
4273,428,like
1430,766,like
2493,972,like
3199,258,share
3421,585,comment
2069,35,like
4807,129,like
3492,430,like
152,700,comment
3232,319,comment
2907,95,share
3552,220,share
1467,301,share
4192,637,share
3424,185,like
4058,37,share
2926,775,like
3666,622,like
4736,400,comment
3431,690,like
1157,142,comment
4208,993,share
3409,134,share
1162,445,comment
1260,661,comment
4091,906,share
2842,288,like
3203,902,like
2982,258,comment
3555,39,like
3473,305,like
1225,283,share
4388,824,comment
2390,526,share
1015,407,like
4681,359,like
2027,886,share
3714,378,like
1493,469,like
4123,873,share
1701,947,like
455,990,share
918,281,comment
14,565,like
4375,984,like
490,11,share
985,675,comment
961,695,like
